,symbol,name,slug,logo,type,objectID,_highlightResult,popularity,tokenName,tagline,lastUpdated
2071,CSC,CasinoCoin,casinocoin,https://messari.io/asset-images/da1a981c-524d-4d9c-85c2-24baefac353f/128.png,asset,da1a981c-524d-4d9c-85c2-24baefac353f,"{'symbol': {'value': '<b>C</b>SC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>asinoCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2072,CRX,ChronosCoin,chronoscoin,https://messari.io/asset-images/d1811ec2-bf5e-4d88-804c-51b89d903359/128.png,asset,d1811ec2-bf5e-4d88-804c-51b89d903359,"{'symbol': {'value': '<b>C</b>RX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>hronosCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2073,CRE,Cybereits,cybereits,https://messari.io/asset-images/cff95562-33aa-4dcd-8fb6-287cd0a36a7b/128.png,asset,cff95562-33aa-4dcd-8fb6-287cd0a36a7b,"{'symbol': {'value': '<b>C</b>RE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ybereits', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2074,CNN,Content Neutrality Network,content-neutrality-network,https://messari.io/asset-images/c0faedc3-5802-49d7-8cfe-aee3e3451ec4/128.png,asset,c0faedc3-5802-49d7-8cfe-aee3e3451ec4,"{'symbol': {'value': '<b>C</b>NN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ontent Neutrality Network', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,Content Neutrality Network,,
2075,C20,Crypto20,crypto20,https://messari.io/asset-images/c05c1798-0cbf-41f6-b7dd-d0421d9de94d/128.png,asset,c05c1798-0cbf-41f6-b7dd-d0421d9de94d,"{'symbol': {'value': '<b>C</b>20', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>rypto20', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,Crypto20,Cryptocurrency index fund,
2076,CEEK,CEEK VR,ceek-vr,https://messari.io/asset-images/b52fcf92-e8b4-4cd9-8e29-b5ec04a4177d/128.png,asset,b52fcf92-e8b4-4cd9-8e29-b5ec04a4177d,"{'symbol': {'value': '<b>C</b>EEK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>EEK VR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2077,CET,CoinEx Token,coinex-token,https://messari.io/asset-images/a3955ff5-1565-4216-ad4f-4b9e45d194e1/128.png,asset,a3955ff5-1565-4216-ad4f-4b9e45d194e1,"{'symbol': {'value': '<b>C</b>ET', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oinEx Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2078,CAG,Change,change-1,https://messari.io/asset-images/7ab1dfb5-e490-406b-b667-cd3f5c42768b/128.png,asset,7ab1dfb5-e490-406b-b667-cd3f5c42768b,"{'symbol': {'value': '<b>C</b>AG', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>hange', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2079,CPT,Cryptaur,cryptaur,https://messari.io/asset-images/5786c504-e885-4fc2-b424-3c358104e344/128.png,asset,5786c504-e885-4fc2-b424-3c358104e344,"{'symbol': {'value': '<b>C</b>PT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptaur', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,Cryptaur,dApp ecosystem,
2080,CVH,Curriculum Vitae,curriculum-vitae,https://messari.io/asset-images/46cc29a4-3ea1-4dd6-8b7d-7bc99ec47f32/128.png,asset,46cc29a4-3ea1-4dd6-8b7d-7bc99ec47f32,"{'symbol': {'value': '<b>C</b>VH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>urriculum Vitae', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2081,CKB,Nervos Network,nervos-network,https://messari.io/asset-images/1af1b150-3497-4ef4-b66b-94e17702785b/128.png,asset,1af1b150-3497-4ef4-b66b-94e17702785b,"{'symbol': {'value': '<b>C</b>KB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'Nervos Network', 'matchLevel': 'none', 'matchedWords': []}}",2.0,CKByte,,
2082,CSM,Consentium,consentium-1,https://messari.io/asset-images/12b6345c-be42-4783-a2ca-e00a276c351d/128.png,asset,12b6345c-be42-4783-a2ca-e00a276c351d,"{'symbol': {'value': '<b>C</b>SM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>onsentium', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2083,CLUD,CludCoin,cludcoin,https://messari.io/asset-images/11be19f4-efeb-4195-89e8-4e0865fee714/128.png,asset,11be19f4-efeb-4195-89e8-4e0865fee714,"{'symbol': {'value': '<b>C</b>LUD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ludCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2084,CST,Cryptosolartech,cryptosolartech-1,https://messari.io/asset-images/0ec65988-1d7a-45b2-a58f-814f0593175b/128.png,asset,0ec65988-1d7a-45b2-a58f-814f0593175b,"{'symbol': {'value': '<b>C</b>ST', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptosolartech', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2085,CCO,Ccore,ccore-1,https://messari.io/asset-images/0a98654c-a7a4-4670-be0a-ff395c84e4de/128.png,asset,0a98654c-a7a4-4670-be0a-ff395c84e4de,"{'symbol': {'value': '<b>C</b>CO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>core', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2086,CIN,cinema,cinema,https://messari.io/asset-images/085bd1fe-3ee3-41d1-8971-b70eeba9cb22/128.png,asset,085bd1fe-3ee3-41d1-8971-b70eeba9cb22,"{'symbol': {'value': '<b>C</b>IN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>c</b>inema', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2087,CNB,Canabio,canabio,https://messari.io/asset-images/072cf9bb-dfa1-4be1-9389-aa020bfd1050/128.png,asset,072cf9bb-dfa1-4be1-9389-aa020bfd1050,"{'symbol': {'value': '<b>C</b>NB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>anabio', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2088,CNET,ContractNet,contractnet,https://messari.io/asset-images/0472743c-e8d1-4d64-9134-e4acae7d68ef/128.png,asset,0472743c-e8d1-4d64-9134-e4acae7d68ef,"{'symbol': {'value': '<b>C</b>NET', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ontractNet', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2089,CLIQ,DefiCliq,deficliq,https://messari.io/asset-images/030183f1-ee1b-4659-86a4-3aa7383e8a56/128.png,asset,030183f1-ee1b-4659-86a4-3aa7383e8a56,"{'symbol': {'value': '<b>C</b>LIQ', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'DefiCliq', 'matchLevel': 'none', 'matchedWords': []}}",2.0,,,
2090,CLA,Candela Coin,candela-coin,https://messari.io/asset-images/01c3ea37-8650-4501-aed1-8bb6cf10ebe6/128.png,asset,01c3ea37-8650-4501-aed1-8bb6cf10ebe6,"{'symbol': {'value': '<b>C</b>LA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>andela <b>C</b>oin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2091,CI,Cow Inu,cow-inu,https://messari.io/asset-images/014451e9-18fc-4482-a3f1-1e1aa236ecc1/128.png,asset,014451e9-18fc-4482-a3f1-1e1aa236ecc1,"{'symbol': {'value': '<b>C</b>I', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ow Inu', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2092,CARB,CarbCoin,carbcoin,https://messari.io/asset-images/010c342c-0649-4028-8861-2a70f7c27463/128.png,asset,010c342c-0649-4028-8861-2a70f7c27463,"{'symbol': {'value': '<b>C</b>ARB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>arbCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",2.0,,,
2093,COVX,COVX,covx,https://messari.io/asset-images/feefca9f-4c5d-4aad-81df-f8d4f05b5122/128.png,asset,feefca9f-4c5d-4aad-81df-f8d4f05b5122,"{'symbol': {'value': '<b>C</b>OVX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>OVX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2094,CPAY,Cryptopay,cryptopay-1,https://messari.io/asset-images/f3693d94-4c24-417f-8fa7-abfbcb10b056/128.png,asset,f3693d94-4c24-417f-8fa7-abfbcb10b056,"{'symbol': {'value': '<b>C</b>PAY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptopay', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2095,CRYPT,CryptCoin,cryptcoin,https://messari.io/asset-images/ec9967eb-f7df-48fa-82ce-f0d2abaf6894/128.png,asset,ec9967eb-f7df-48fa-82ce-f0d2abaf6894,"{'symbol': {'value': '<b>C</b>RYPT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2096,COLX,ColossusXT,colossusxt,https://messari.io/asset-images/e04c157c-1a0e-445b-ba47-249b130a6f4c/128.png,asset,e04c157c-1a0e-445b-ba47-249b130a6f4c,"{'symbol': {'value': '<b>C</b>OLX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>olossusXT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,ColossusXT,A native asset for the Colossus Grid ,
2097,CHL,ChallengeDac,challengedac,https://messari.io/asset-images/d2afbd64-c175-4aae-9d12-f8b34bbb4cc6/128.png,asset,d2afbd64-c175-4aae-9d12-f8b34bbb4cc6,"{'symbol': {'value': '<b>C</b>HL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>hallengeDac', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2098,CHF,Swiss Franc,swiss-franc,https://messari.io/asset-images/cb387eeb-9c53-41d9-bdaa-b2fc4f0c34ae/128.png,asset,cb387eeb-9c53-41d9-bdaa-b2fc4f0c34ae,"{'symbol': {'value': '<b>C</b>HF', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'Swiss Franc', 'matchLevel': 'none', 'matchedWords': []}}",1.0,,,
2099,CURVES,CURVES,curves,https://messari.io/asset-images/c89acb79-19e7-46a2-afb1-04ce72422cfd/128.png,asset,c89acb79-19e7-46a2-afb1-04ce72422cfd,"{'symbol': {'value': '<b>C</b>URVES', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>URVES', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2100,CNO,Coin(O),coin-o,https://messari.io/asset-images/bc1891d4-7ab4-4d21-8837-a1685dd285da/128.png,asset,bc1891d4-7ab4-4d21-8837-a1685dd285da,"{'symbol': {'value': '<b>C</b>NO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oin(O)', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2101,CEL,Celsius Network,celsius,https://messari.io/asset-images/bbd3642f-0ea0-4add-b9e8-8308389632c8/128.png,asset,bbd3642f-0ea0-4add-b9e8-8308389632c8,"{'symbol': {'value': '<b>C</b>EL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>elsius Network', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,Celsius,Peer-to-peer lending platform,
2102,CREDIT,Credibit,credibit,https://messari.io/asset-images/b660326b-c0d2-4beb-9540-8fefe13ac1f3/128.png,asset,b660326b-c0d2-4beb-9540-8fefe13ac1f3,"{'symbol': {'value': '<b>C</b>REDIT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>redibit', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2103,CRED,Verify,verify,https://messari.io/asset-images/b1194fbc-51a8-420d-a6e6-d20ba8966707/128.png,asset,b1194fbc-51a8-420d-a6e6-d20ba8966707,"{'symbol': {'value': '<b>C</b>RED', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'Verify', 'matchLevel': 'none', 'matchedWords': []}}",1.0,,,
2104,CHP,CoinPoker,coinpoker-1,https://messari.io/asset-images/a1c93aaa-fbe8-4432-be75-9bddcd64de76/128.png,asset,a1c93aaa-fbe8-4432-be75-9bddcd64de76,"{'symbol': {'value': '<b>C</b>HP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oinPoker', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2105,CTPT,Contents Protocol Token,contents-protocol-token,https://messari.io/asset-images/9e1993f6-80e2-4bf2-b2f9-e568d45ce061/128.png,asset,9e1993f6-80e2-4bf2-b2f9-e568d45ce061,"{'symbol': {'value': '<b>C</b>TPT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ontents Protocol Token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2106,CG,Crypto Gold,crypto-gold,https://messari.io/asset-images/93c22dcb-ec86-4f86-81d7-841e63c2d3b2/128.png,asset,93c22dcb-ec86-4f86-81d7-841e63c2d3b2,"{'symbol': {'value': '<b>C</b>G', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>rypto Gold', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2107,CANN,CannabisCoin,cannabiscoin,https://messari.io/asset-images/861a0fce-87e1-4183-b1af-fa9a741cd5b2/128.png,asset,861a0fce-87e1-4183-b1af-fa9a741cd5b2,"{'symbol': {'value': '<b>C</b>ANN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>annabisCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2108,COFI,CoinFi,coinfi-1,https://messari.io/asset-images/6816e933-c0b8-4d84-89bf-2324b4f51271/128.png,asset,6816e933-c0b8-4d84-89bf-2324b4f51271,"{'symbol': {'value': '<b>C</b>OFI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oinFi', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2109,CREA,CREA,crea,https://messari.io/asset-images/64dd3888-0335-4394-8554-29800d30a739/128.png,asset,64dd3888-0335-4394-8554-29800d30a739,"{'symbol': {'value': '<b>C</b>REA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>REA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2110,CIC,CIC,cic,https://messari.io/asset-images/5c37849a-6e32-4bd0-b178-daa09eed20fd/128.png,asset,5c37849a-6e32-4bd0-b178-daa09eed20fd,"{'symbol': {'value': '<b>C</b>IC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>IC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2111,CRU,Curium,curium,https://messari.io/asset-images/5a6f42bf-b892-4027-9eb2-28b54950061f/128.png,asset,5a6f42bf-b892-4027-9eb2-28b54950061f,"{'symbol': {'value': '<b>C</b>RU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>urium', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2112,CHSB,Swissborg,swissborg,https://messari.io/asset-images/579a6fe4-e464-4cbb-8dcc-0c798103924a/128.png,asset,579a6fe4-e464-4cbb-8dcc-0c798103924a,"{'symbol': {'value': '<b>C</b>HSB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'Swissborg', 'matchLevel': 'none', 'matchedWords': []}}",1.0,Swissborg,"Invest in cryptos, the smart way. ",
2113,COS,COS,cos,https://messari.io/asset-images/5048d24b-7a60-4327-87d3-8fad1abed20a/128.png,asset,5048d24b-7a60-4327-87d3-8fad1abed20a,"{'symbol': {'value': '<b>C</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2114,CCRB,CryptoCarbon,cryptocarbon,https://messari.io/asset-images/37e2d027-94b5-4c26-a15e-bbd2a1fb2cda/128.png,asset,37e2d027-94b5-4c26-a15e-bbd2a1fb2cda,"{'symbol': {'value': '<b>C</b>CRB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptoCarbon', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2115,CYT,Cryptokenz,cryptokenz,https://messari.io/asset-images/22d232a2-7810-4428-8030-72a738750079/128.png,asset,22d232a2-7810-4428-8030-72a738750079,"{'symbol': {'value': '<b>C</b>YT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptokenz', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2116,CAKE,PancakeSwap,pancakeswap,https://messari.io/asset-images/147192a4-adcc-4211-be3a-f346241e83b4/128.png,asset,147192a4-adcc-4211-be3a-f346241e83b4,"{'symbol': {'value': '<b>C</b>AKE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'PancakeSwap', 'matchLevel': 'none', 'matchedWords': []}}",1.0,PancakeSwap,,
2117,CDT,CheckDot,checkdot,https://messari.io/asset-images/03746779-5316-4e62-9833-f71a7811c498/128.png,asset,03746779-5316-4e62-9833-f71a7811c498,"{'symbol': {'value': '<b>C</b>DT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>heckDot', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2118,CRB,CRB Coin,crb-coin,https://messari.io/asset-images/02df75cd-90b5-40c6-8edf-4b90acdac54e/128.png,asset,02df75cd-90b5-40c6-8edf-4b90acdac54e,"{'symbol': {'value': '<b>C</b>RB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>RB <b>C</b>oin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2119,CANU,Cannumo,cannumo,https://messari.io/asset-images/0293112c-7a1f-4234-991d-18d23d1ee99d/128.png,asset,0293112c-7a1f-4234-991d-18d23d1ee99d,"{'symbol': {'value': '<b>C</b>ANU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>annumo', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2120,COVA,Cova,cova,https://messari.io/asset-images/02149bc4-536d-4df3-8046-84c9a5d7a193/128.png,asset,02149bc4-536d-4df3-8046-84c9a5d7a193,"{'symbol': {'value': '<b>C</b>OVA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ova', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2121,CGC,HeroesTD CGC,heroestd-cgc,https://messari.io/asset-images/0073dc2a-1685-4c91-b8a6-da9487752148/128.png,asset,0073dc2a-1685-4c91-b8a6-da9487752148,"{'symbol': {'value': '<b>C</b>GC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'HeroesTD <b>C</b>GC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",1.0,,,
2122,CQST,Conquestcoin,conquestcoin,https://messari.io/asset-images/ff430ba9-efb8-40ed-b361-7daf2d851885/128.png,asset,ff430ba9-efb8-40ed-b361-7daf2d851885,"{'symbol': {'value': '<b>C</b>QST', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>onquestcoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2123,CZR,Canonchain,canonchain,https://messari.io/asset-images/fe8adecf-c89e-4704-a103-9add4d42fb3c/128.png,asset,fe8adecf-c89e-4704-a103-9add4d42fb3c,"{'symbol': {'value': '<b>C</b>ZR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>anonchain', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2124,CCX,CoolInDarkCoin,coolindarkcoin,https://messari.io/asset-images/f8bad370-9f31-47c4-b95d-72b66ecedb43/128.png,asset,f8bad370-9f31-47c4-b95d-72b66ecedb43,"{'symbol': {'value': '<b>C</b>CX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oolInDarkCoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2125,CHIEF,TheChiefCoin,thechiefcoin,https://messari.io/asset-images/f728b110-bb4a-426a-a320-031907ea551f/128.png,asset,f728b110-bb4a-426a-a320-031907ea551f,"{'symbol': {'value': '<b>C</b>HIEF', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': 'TheChiefCoin', 'matchLevel': 'none', 'matchedWords': []}}",0.0,,,
2126,CCL,CYCLEAN,cyclean,https://messari.io/asset-images/f542ef8e-38fa-4b16-aa7e-bb5fff115afc/128.png,asset,f542ef8e-38fa-4b16-aa7e-bb5fff115afc,"{'symbol': {'value': '<b>C</b>CL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>YCLEAN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2127,CYDER,Cyder,cyder,https://messari.io/asset-images/f4bc3a91-a5df-4f90-bb74-207db8a45bd5/128.png,asset,f4bc3a91-a5df-4f90-bb74-207db8a45bd5,"{'symbol': {'value': '<b>C</b>YDER', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>yder', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2128,CANDY,Candy,candy,https://messari.io/asset-images/f4608097-0e39-4c6c-80e1-cb81476a5e4c/128.png,asset,f4608097-0e39-4c6c-80e1-cb81476a5e4c,"{'symbol': {'value': '<b>C</b>ANDY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>andy', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2129,CRW,Crown,crown,https://messari.io/asset-images/f40d81a7-e6ef-41ff-b044-3d006fa51061/128.png,asset,f40d81a7-e6ef-41ff-b044-3d006fa51061,"{'symbol': {'value': '<b>C</b>RW', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>rown', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2130,CAPT,CAPT,capt,https://messari.io/asset-images/f28f4d29-5d4a-4fec-925e-421876834d48/128.png,asset,f28f4d29-5d4a-4fec-925e-421876834d48,"{'symbol': {'value': '<b>C</b>APT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>APT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2131,CORAL,CoralPay,coralpay,https://messari.io/asset-images/f1dd5b78-bb25-40ee-9fe3-75ba8ebed276/128.png,asset,f1dd5b78-bb25-40ee-9fe3-75ba8ebed276,"{'symbol': {'value': '<b>C</b>ORAL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>oralPay', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
2132,CJ,Cryptojacks,cryptojacks,https://messari.io/asset-images/efa1bdb4-0ec1-4682-a185-63a5e9e4d1bc/128.png,asset,efa1bdb4-0ec1-4682-a185-63a5e9e4d1bc,"{'symbol': {'value': '<b>C</b>J', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}, 'name': {'value': '<b>C</b>ryptojacks', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['c']}}",0.0,,,
